trip_distance,passenger_count,tip_amount
8.36,1,7.32
0.36,1,1.0
2.28,6,2.96
1.17,1,2.26
0.76,1,0.0
11.3,1,7.5
6.76,2,6.82
8.3,1,3.0
7.0,0,0.0
4.3,1,2.0
0.77,1,1.86
3.2,1,3.25
3.31,5,2.0
0.77,1,0.0
0.82,1,1.62
5.95,1,7.45
0.8,1,1.17
0.84,1,0.0
1.7,1,0.0
2.0,1,0.0
3.52,1,4.36
1.73,1,2.0
1.5,1,1.55
10.95,1,10.6
1.49,1,3.46
1.0,1,2.05
1.4,1,1.0
2.46,1,5.0
0.4,1,1.0
1.09,4,4.59
0.78,1,0.0
18.1,2,0.0
0.63,1,1.86
0.67,1,0.0
3.29,1,5.32
1.87,1,2.14
0.69,1,0.0
0.56,2,1.86
1.5,1,1.5
0.78,1,2.79
1.5,1,2.56
0.73,6,1.4
0.53,3,2.32
1.21,6,1.96
8.73,1,7.58
8.3,1,0.0
1.9,2,3.15
1.21,1,0.0
1.3,1,0.0
16.2,1,12.25
1.2,1,0.0
0.54,1,1.76
18.13,1,15.0
0.6,2,0.0
2.03,1,0.0
1.1,1,2.8
1.41,1,2.96
0.51,1,1.86
1.57,1,2.36
0.78,1,1.66
2.09,2,2.76
0.75,2,2.26
0.48,1,1.56
0.9,1,2.0
3.0,2,0.0
0.9,1,0.0
0.6,1,2.0
1.08,2,2.26
0.67,1,1.0
1.4,2,3.05
2.5,1,3.56
1.0,1,2.36
1.4,1,2.45
4.01,1,0.0
1.9,1,3.06
0.5,1,1.0
1.6,1,0.0
5.4,1,6.05
1.6,3,3.2
0.9,1,2.0
2.92,1,0.0
0.55,1,0.0
1.86,1,0.0
0.7,1,0.0
0.69,1,2.64
1.4,0,3.0
2.74,1,0.0
6.41,2,6.08
18.76,1,0.0
2.37,1,3.56
3.3,1,0.0
0.52,1,0.8
1.0,1,2.35
1.7,1,2.0
1.7,2,0.7
3.17,1,4.96
1.67,6,0.0
1.36,1,2.83
1.1,1,2.35
1.8,1,2.95
5.7,1,5.65
0.8,2,2.58
1.71,1,0.0
2.6,1,2.82
0.6,1,1.95
0.0,4,9.62
1.22,1,3.16
0.91,1,0.0
0.28,2,2.64
0.68,2,2.45
3.1,2,3.85
0.68,1,1.0
1.8,1,2.07
1.3,1,2.55
16.6,2,0.0
0.4,1,1.85
0.9,1,0.0
0.76,5,1.0
2.22,1,3.16
2.7,1,1.43
3.5,1,3.96
1.9,1,2.95
1.01,1,0.0
0.78,5,1.86
1.26,1,2.36
1.2,0,2.0
0.5,1,1.0
2.54,1,3.16
2.76,1,3.0
3.0,1,4.3
2.8,1,3.55
2.45,1,1.53
21.38,4,0.0
1.66,1,2.46
1.5,1,2.16
6.78,1,5.76
0.7,1,2.05
3.76,1,4.06
2.35,1,1.63
1.4,1,1.75
1.18,2,0.0
7.8,0,6.15
0.6,1,1.0
3.2,1,3.55
8.32,1,0.0
1.13,1,0.0
1.09,1,0.0
3.45,1,1.5
0.8,1,0.0
0.67,1,1.0
1.0,1,1.96
1.6,2,2.36
1.59,1,0.0
7.87,1,7.18
1.0,1,1.86
1.6,1,3.5
1.92,5,2.2
1.1,1,0.0
0.7,1,1.65
0.89,1,0.5
4.16,1,0.0
0.34,2,0.0
0.58,2,1.56
4.8,0,6.8
3.3,4,5.7
1.78,1,2.56
5.52,1,4.36
1.33,1,2.36
1.4,2,0.0
2.53,1,2.14
2.1,1,1.2
2.17,1,4.2
5.08,1,4.16
1.68,2,0.0
0.87,1,1.76
8.1,6,3.8
2.2,0,2.45
1.68,2,1.77
2.3,1,0.0
1.92,2,2.46
5.4,1,0.0
7.6,1,2.0
3.76,1,0.0
7.5,1,0.0
8.9,1,5.75
0.3,1,0.0
0.74,1,1.66
3.39,1,0.0
1.31,1,0.93
2.5,1,3.36
3.85,1,3.66
2.5,1,0.0
1.2,1,1.86
0.7,2,1.0
0.85,1,0.0
3.82,1,3.96
0.56,5,1.46
1.3,0,1.2
1.0,1,0.5
2.6,1,3.35
1.29,1,2.0
2.24,1,1.6
16.6,2,11.85
1.03,6,3.32
2.86,1,2.0
0.39,4,1.95
3.72,1,4.16
1.51,1,2.56
9.58,1,0.0
10.42,1,9.0
0.5,1,1.2
0.41,1,1.76
7.27,1,1.74
2.55,1,2.66
1.3,2,1.0
1.54,5,1.7
6.5,2,0.0
4.9,1,0.0
3.79,4,4.56
2.42,1,3.36
0.8,1,1.66
0.31,1,1.46
3.59,5,0.0
2.1,1,2.5
1.39,1,2.96
1.34,2,2.96
4.21,2,4.96
1.17,1,1.0
0.86,5,1.36
1.17,1,1.86
0.48,1,2.26
2.71,1,2.44
2.89,1,2.86
0.49,1,0.0
0.5,1,0.0
2.14,1,1.0
0.61,1,1.46
1.76,1,2.96
1.78,6,2.0
1.49,1,0.0
0.69,1,1.56
1.4,1,0.0
1.0,1,1.0
0.38,1,0.0
4.1,4,0.0
1.5,1,0.0
1.19,1,2.26
0.24,1,0.0
1.25,1,2.36
0.8,1,1.85
0.0,1,0.0
5.8,1,3.8
0.89,1,2.06
1.2,1,3.05
1.0,1,1.86
0.8,4,0.0
1.53,1,0.0
2.07,1,2.67
3.57,1,3.0
2.08,1,0.0
0.49,1,1.46
2.9,1,5.7
2.01,1,0.0
17.9,1,12.28
1.5,1,0.0
0.8,1,2.3
2.13,1,3.06
0.48,6,0.0
0.97,1,0.0
1.03,6,1.0
0.69,1,0.0
0.59,1,1.0
0.87,1,1.86
2.09,1,0.0
0.58,1,1.46
1.74,1,3.32
0.81,1,0.0
0.46,1,1.66
5.3,0,4.0
1.0,1,1.0
3.13,1,2.0
1.0,1,1.76
0.45,1,1.56
2.49,1,2.96
1.1,3,2.7
17.4,1,11.05
14.0,1,10.05
1.7,0,2.55
0.84,1,1.0
5.99,1,2.0
0.76,1,1.03
2.79,1,2.0
1.7,1,0.0
11.41,2,0.0
2.81,1,2.36
9.8,1,0.0
0.6,1,1.85
18.0,2,13.15
1.58,1,2.16
0.81,1,0.0
1.69,5,0.0
3.92,5,0.0
0.97,1,0.0
0.82,1,2.06
16.13,1,16.48
1.35,1,2.0
9.55,1,7.68
4.82,1,5.36
4.71,6,0.0
0.95,1,3.09
1.6,1,2.36
0.0,1,0.0
1.6,1,2.0
0.78,1,0.0
3.2,1,4.55
2.8,2,0.0
12.3,1,7.25
15.04,1,5.0
0.84,1,0.0
2.1,2,2.96
4.2,1,4.26
1.7,1,0.0
2.0,1,2.95
1.85,1,2.76
0.92,1,2.06
0.73,1,1.96
0.36,1,1.66
0.9,1,2.45
0.8,1,1.96
1.41,1,3.45
6.01,1,5.9
0.55,1,0.0
1.78,1,2.56
2.16,1,1.0
1.5,1,2.95
3.5,1,3.15
23.84,1,0.0
0.78,1,1.96
1.53,1,0.0
1.3,2,0.0
1.03,1,0.0
1.0,1,0.0
1.02,4,2.16
5.4,1,4.55
1.05,1,2.7
3.0,1,0.0
1.1,1,1.0
0.85,1,2.45
1.0,1,1.95
2.26,1,3.06
1.36,3,1.86
2.19,1,3.26
3.4,1,4.2
2.34,1,3.45
1.3,2,1.47
1.73,1,4.14
4.12,6,2.0
0.7,1,0.0
3.4,1,3.35
4.9,1,0.0
2.83,2,3.56
7.0,1,0.0
1.43,1,1.5
1.0,0,2.0
2.29,2,2.66
14.33,2,8.26
10.18,1,9.2
3.28,6,0.0
0.78,1,1.0
1.88,1,0.0
5.52,1,4.76
1.1,1,1.84
1.91,1,2.56
1.58,1,2.0
3.11,2,3.86
5.54,1,4.96
5.4,1,0.0
1.38,1,1.2
3.0,1,3.15
3.19,1,3.66
1.0,1,2.05
1.02,1,0.0
16.9,1,12.25
1.43,1,0.0
2.9,1,2.0
9.17,1,6.56
3.16,2,4.08
3.46,1,3.86
6.51,1,6.2
3.29,1,3.16
1.8,1,0.0
1.0,1,2.45
3.15,1,3.76
0.76,2,0.0
4.25,1,4.36
1.5,1,0.0
8.81,2,6.06
0.72,1,1.76
20.14,1,11.78
0.71,2,1.0
1.6,1,1.62
18.1,1,11.05
2.44,1,0.0
4.71,1,3.96
1.7,5,2.26
1.67,2,0.0
2.22,2,0.0
0.5,1,1.0
4.16,1,3.5
6.9,1,6.05
3.2,0,2.0
1.17,1,0.0
1.9,1,1.0
0.62,1,0.0
0.43,1,0.0
13.75,3,0.0
0.0,1,0.0
1.64,5,2.06
1.46,1,1.86
1.15,2,1.28
1.9,1,3.25
2.2,1,2.15
1.1,1,1.95
2.1,1,2.85
2.2,1,1.5
1.3,1,2.66
1.2,1,0.0
1.12,1,1.96
2.7,1,2.65
0.5,1,1.8
1.64,1,3.66
6.48,4,5.33
0.49,1,1.46
0.64,1,1.2
3.67,1,0.0
2.94,1,3.76
0.81,3,1.86
0.33,1,1.95
1.25,1,2.36
1.56,1,4.16
5.85,1,5.76
2.8,1,3.7
0.75,1,1.4
1.0,1,2.22
1.78,6,2.76
1.93,3,6.0
2.02,1,2.66
1.13,3,2.26
0.7,2,1.76
1.68,1,1.84
1.22,1,2.58
1.38,1,2.7
0.6,2,0.0
1.4,5,2.45
5.29,1,0.0
3.38,1,0.0
2.34,1,1.56
14.2,1,0.0
1.4,2,2.25
3.7,1,3.12
1.98,1,2.66
0.52,1,1.86
0.97,1,1.66
1.2,1,2.15
0.39,1,1.17
3.05,3,0.0
1.01,2,2.06
0.52,1,2.94
2.67,1,0.0
0.7,1,1.85
3.18,1,0.0
1.67,1,1.4
3.16,2,3.26
0.8,1,0.0
2.8,1,2.0
1.5,1,2.3
1.13,1,2.06
0.87,1,2.26
0.76,1,1.56
2.84,1,3.36
3.5,2,4.15
3.4,3,5.0
20.09,1,12.28
9.4,1,6.26
1.5,1,2.65
0.56,1,0.7
1.72,1,0.0
1.0,3,2.15
1.23,1,1.96
1.81,2,1.0
1.4,1,1.42
1.4,5,2.16
1.3,2,1.0
0.89,1,1.77
1.18,1,2.06
0.8,1,1.85
0.9,2,0.0
3.18,1,0.0
10.31,3,8.58
3.2,1,3.65
0.6,2,2.25
0.99,5,1.96
1.04,1,3.39
1.18,1,2.0
0.4,1,1.0
2.16,2,3.56
5.04,1,5.83
1.6,1,0.0
0.8,2,1.95
1.38,1,1.7
15.9,1,13.15
2.16,1,2.0
1.8,0,2.55
0.0,1,0.0
2.81,5,5.49
0.8,2,1.96
1.6,2,3.8
0.8,1,0.0
0.58,4,1.0
1.53,2,2.56
2.39,1,3.0
1.46,1,2.14
1.73,2,0.0
1.71,1,2.46
1.92,6,2.0
1.63,1,2.86
0.8,1,2.0
1.72,1,2.16
7.08,3,0.0
2.8,1,1.0
0.71,1,1.0
1.77,5,3.45
2.97,2,3.0
8.51,1,7.48
12.19,5,0.0
0.4,1,1.76
2.8,1,3.66
2.0,1,0.2
0.2,1,1.45
0.31,1,0.0
9.5,1,8.45
2.69,1,5.79
2.46,1,3.36
2.08,2,0.0
2.12,1,3.06
2.49,1,2.86
1.02,1,1.96
1.29,6,2.95
1.3,1,2.65
0.54,1,1.0
1.1,2,0.0
0.58,1,1.86
0.94,1,4.0
2.09,1,2.86
2.88,1,3.56
0.78,2,0.0
2.34,2,0.0
3.3,5,3.75
0.8,0,2.7
1.9,2,2.95
1.4,0,0.0
0.89,1,2.58
1.8,4,1.48
0.68,1,0.88
1.12,3,2.16
0.92,1,0.0
1.46,2,2.95
5.3,1,0.0
1.3,1,3.84
0.77,1,1.4
5.2,1,4.35
1.5,1,2.75
1.42,2,0.0
3.47,5,0.0
1.95,1,2.66
19.79,1,12.28
0.89,5,1.0
3.47,1,2.74
2.4,1,2.2
6.3,1,5.16
1.96,1,1.0
0.59,1,0.0
19.46,1,0.0
3.46,1,3.56
1.6,2,2.55
1.2,0,2.15
4.85,1,0.0
0.48,1,1.0
3.2,1,2.37
1.7,3,2.0
1.03,1,3.39
1.96,1,2.76
2.06,1,3.99
5.28,2,4.06
1.24,2,0.0
1.8,1,2.86
3.7,1,4.25
2.4,1,2.95
2.82,1,3.16
1.69,1,0.0
2.03,1,2.07
8.25,1,0.0
0.3,2,1.45
17.29,2,12.28
9.33,1,7.48
0.71,3,0.0
0.85,1,1.86
4.74,1,4.36
1.1,1,2.35
0.8,1,2.55
3.02,1,0.0
0.6,1,1.65
0.86,5,1.0
1.01,1,1.76
1.5,1,0.0
0.03,2,0.0
9.43,1,5.0
1.67,1,2.36
4.94,1,4.36
0.73,1,1.0
2.2,3,2.0
3.17,1,3.26
1.8,0,2.21
4.42,1,3.86
1.92,1,0.0
1.32,2,2.26
4.4,1,4.05
2.6,1,3.15
0.0,1,0.0
9.9,1,0.0
0.04,1,0.0
2.95,1,3.16
9.36,2,9.48
0.71,1,1.86
0.57,1,1.7
3.63,1,3.56
2.05,1,2.0
1.6,2,2.46
0.33,2,0.73
3.2,5,3.16
4.6,1,3.95
2.0,2,2.0
2.6,2,3.2
0.0,2,0.0
2.3,1,3.95
1.62,2,2.36
0.67,1,2.08
6.2,1,4.95
3.2,1,1.0
4.5,3,4.05
1.54,6,0.0
1.0,1,1.85
8.06,1,0.0
1.84,1,2.56
10.31,1,0.0
1.62,1,0.0
2.01,1,3.08
3.03,1,2.96
0.7,3,1.5
0.55,3,0.0
1.61,1,3.0
0.51,3,0.0
1.7,1,2.36
1.14,2,1.96
4.3,3,0.0
2.43,1,0.0
0.49,5,0.0
0.96,1,0.0
0.99,1,2.32
0.83,1,1.2
0.84,1,1.0
3.56,1,3.46
23.2,1,0.0
5.5,1,4.65
1.7,1,2.25
0.57,3,1.56
3.58,1,3.36
3.04,1,0.0
0.84,1,1.76
8.3,1,0.0
1.76,1,1.5
0.7,1,3.05
3.74,2,3.96
2.27,1,2.2
0.6,1,0.0
1.17,1,0.0
4.18,2,4.06
3.4,1,3.46
9.04,1,6.06
1.25,1,1.96
1.84,1,2.16
3.17,1,0.0
1.5,1,1.5
2.3,2,2.07
1.89,1,3.36
1.6,1,2.45
1.19,1,1.0
5.98,1,4.96
3.4,2,0.0
0.5,1,0.0
1.66,5,1.25
1.4,1,2.16
1.12,2,0.0
1.7,1,0.0
1.21,1,2.16
0.77,1,1.56
2.5,1,4.86
1.46,1,2.76
0.73,1,1.56
2.92,1,3.56
1.1,1,0.0
2.41,2,2.96
0.7,1,1.0
0.39,1,0.0
1.55,1,4.74
0.84,1,2.06
1.2,4,0.0
1.51,3,1.33
3.22,1,0.0
0.48,1,1.95
13.68,2,0.0
0.35,5,1.26
1.42,1,2.06
1.1,2,2.06
2.53,1,3.16
2.0,1,3.56
3.2,1,4.7
1.37,2,0.0
1.3,2,0.0
3.73,1,4.2
1.3,3,2.15
0.9,1,0.0
3.71,2,0.0
18.68,1,3.07
1.04,1,0.98
1.66,1,0.0
1.4,5,0.0
1.5,0,1.7
0.62,1,1.46
2.2,1,2.76
7.2,1,0.0
1.67,2,10.0
2.1,1,2.85
0.56,1,1.66
1.2,1,0.0
1.23,1,2.36
1.6,1,1.5
3.66,1,3.66
1.2,1,0.7
3.39,2,3.16
0.45,1,1.1
0.7,1,1.2
4.55,1,4.76
2.61,1,4.16
1.87,1,3.56
1.22,1,0.0
0.2,1,2.0
0.7,4,0.0
0.81,1,2.32
5.55,1,5.79
1.28,1,1.5
0.39,1,0.0
0.7,1,1.65
1.04,1,1.47
4.7,2,4.0
0.56,1,1.17
1.7,1,2.07
0.9,1,1.0
0.7,2,2.2
0.3,1,1.0
2.05,1,0.0
0.97,1,2.58
1.37,1,0.0
4.7,1,0.0
6.71,3,2.0
2.2,2,3.05
0.82,1,2.64
2.34,4,0.0
1.3,2,1.0
0.99,2,0.0
5.4,2,3.0
4.21,1,0.0
0.53,1,0.0
1.4,2,2.25
2.96,2,5.19
1.6,1,2.55
3.64,1,0.0
1.1,2,3.45
8.5,1,0.0
3.24,1,3.76
1.02,1,2.58
0.9,1,0.0
1.2,0,2.35
1.34,1,1.0
1.86,2,0.0
1.58,3,1.0
5.3,1,0.0
0.4,1,1.0
0.0,1,13.56
1.51,2,0.0
2.26,2,3.66
2.09,1,2.56
20.5,1,12.25
1.3,1,0.0
10.05,1,7.76
2.3,2,2.86
2.6,2,0.0
2.1,2,3.25
1.1,1,0.0
1.11,1,0.0
0.69,1,1.86
1.5,2,0.0
2.53,1,3.2
2.19,1,0.0
2.0,1,2.0
0.68,6,1.31
1.9,4,1.5
1.0,2,2.05
8.43,2,7.58
1.56,1,1.84
6.55,1,0.0
4.68,1,5.45
0.71,1,2.0
7.0,1,0.0
5.51,1,5.46
3.4,2,2.0
3.65,1,3.15
0.3,1,7.0
0.95,1,1.96
2.07,1,2.56
0.75,1,1.96
1.0,1,1.95
2.91,1,0.0
2.66,3,0.0
1.12,1,1.33
2.86,2,1.63
3.36,1,3.66
0.83,4,0.0
2.8,2,1.68
1.5,1,1.5
4.57,1,4.0
1.7,1,0.0
1.05,1,2.26
1.26,1,1.96
1.95,1,1.0
0.8,1,2.79
1.3,1,2.25
2.33,1,1.92
7.03,1,0.0
1.29,3,0.0
1.5,2,2.25
1.5,1,2.35
2.51,1,0.0
2.68,1,0.0
0.9,1,1.75
1.33,1,0.0
6.9,1,1.0
1.76,2,2.46
5.38,1,4.26
3.41,1,3.46
9.43,1,0.0
1.94,4,2.26
2.06,1,2.66
5.2,1,4.45
1.4,2,2.25
2.11,1,2.0
5.0,1,4.35
8.91,2,6.16
7.01,1,0.0
2.0,1,2.0
0.6,1,0.7
2.4,1,2.56
5.7,4,0.0
0.8,2,1.0
7.29,1,4.0
1.62,6,3.08
1.3,1,0.0
0.76,1,1.56
2.23,2,2.0
4.26,3,3.56
9.9,5,0.0
1.6,1,0.0
2.48,1,0.0
8.77,2,6.88
4.7,1,3.75
7.49,2,2.0
3.5,0,2.95
0.51,1,1.0
3.68,1,2.0
2.94,1,0.0
2.4,1,2.65
0.44,1,0.0
1.25,1,1.76
4.4,2,0.0
1.0,2,1.65
2.2,2,2.0
0.66,5,0.0
2.2,2,2.85
1.48,2,1.0
1.2,1,0.85
1.55,1,2.95
1.9,1,1.0
0.5,4,1.46
0.78,1,0.69
1.17,3,2.06
12.07,1,0.01
1.4,0,3.0
2.1,1,2.0
1.89,1,0.0
2.12,1,2.46
0.53,5,1.56
1.48,1,0.0
0.98,1,1.86
0.61,1,0.0
1.4,1,2.36
0.77,1,1.17
1.0,1,3.05
0.84,1,1.76
1.2,1,1.96
2.38,1,0.0
1.77,1,2.16
1.7,1,3.2
0.6,1,2.0
2.03,1,2.26
1.3,2,0.0
2.0,1,2.25
1.23,1,0.0
3.19,5,3.06
0.7,1,2.45
6.29,1,3.0
1.7,2,3.45
9.2,1,5.0
13.8,3,0.0
2.36,1,2.0
0.73,1,2.2
4.34,4,3.86
5.8,1,12.55
17.92,1,12.28
3.4,3,2.0
1.78,3,1.18
1.18,1,0.08
0.65,1,2.08
6.96,1,0.0
0.0,2,13.06
0.9,1,0.0
1.5,1,2.35
5.1,1,4.95
1.6,1,2.26
1.0,1,0.0
0.72,1,1.46
0.4,1,1.0
0.5,1,1.0
1.13,2,0.0
0.8,1,0.0
0.62,1,20.0
0.59,2,1.62
1.5,2,0.0
2.2,1,0.0
15.53,4,5.0
7.3,2,5.75
1.06,1,0.0
3.25,1,0.0
4.6,2,0.0
0.0,1,1.16
1.55,2,1.0
3.6,1,4.3
0.0,1,0.0
1.54,4,1.0
2.37,2,2.76
1.78,2,2.76
4.14,1,4.66
1.87,1,2.56
2.24,1,3.06
1.02,1,1.86
0.88,1,1.32
7.3,1,1.0
0.93,3,0.0
1.12,1,1.25
1.89,2,0.0
1.0,1,0.0
1.53,2,0.0
1.7,2,3.0
1.61,5,0.0
1.4,1,0.0
4.3,1,5.45
0.51,1,0.0
0.33,2,1.46
2.18,1,4.08
9.9,1,12.25
1.74,1,2.0
0.46,1,0.0
16.53,1,11.7
0.23,1,0.0
10.0,1,8.9
4.3,1,2.0
1.12,2,0.0
4.49,1,4.06
1.39,1,0.0
1.67,1,0.0
1.0,2,0.0
0.0,1,0.0
1.01,1,2.06
0.87,1,0.0
9.3,1,9.23
3.3,2,0.0
0.5,2,1.65
20.45,3,5.53
1.38,1,1.0
0.56,1,0.0
1.06,1,0.0
15.5,2,5.0
5.58,1,0.0
7.8,1,5.55
15.34,1,0.0
0.6,2,0.0
5.6,1,4.45
0.8,1,2.3
3.2,1,0.0
1.88,1,0.0
1.44,2,0.0
1.3,1,1.95
10.26,1,7.88
1.49,1,1.54
0.6,1,1.55
1.8,2,2.0
1.6,1,1.0
0.9,1,1.0
2.7,1,2.0
1.05,2,0.0
1.57,1,0.0
2.1,1,3.3
13.0,1,9.96
2.95,1,3.0
3.0,1,5.0
0.9,1,0.0
1.41,5,2.26
1.5,1,2.66
5.52,1,5.58
1.44,1,2.56
1.96,1,2.86
0.5,1,0.0
3.19,3,2.26
0.91,1,2.06
11.3,2,4.0
0.56,1,1.86
1.98,1,1.2
0.7,1,2.45
1.2,1,2.67
5.38,2,6.08
6.25,2,6.16
10.05,3,0.0
0.0,1,0.0
3.19,1,3.56
1.22,1,2.66
1.54,5,2.76
0.6,1,0.0
3.4,1,3.66
1.4,1,0.0
3.35,3,0.0
0.53,1,1.96
0.69,4,1.0
2.4,1,2.85
1.5,2,1.5
0.7,1,1.65
3.01,2,3.46
2.79,1,0.0
1.7,2,2.3
1.0,1,1.95
1.36,3,2.76
1.18,1,4.45
0.77,3,1.0
0.88,1,1.86
1.37,1,0.0
10.3,2,6.06
0.53,1,0.85
0.87,1,0.0
0.87,1,1.86
2.4,1,0.0
2.46,1,3.83
2.06,6,3.16
2.31,1,2.86
2.0,1,2.65
0.85,1,0.0
0.5,1,0.0
0.3,2,1.5
0.2,1,0.0
1.4,1,2.25
1.7,4,3.45
1.6,1,2.65
0.51,1,1.66
10.68,1,0.0
16.15,2,0.0
1.0,1,1.86
8.39,1,9.86
1.56,1,2.26
1.4,1,0.0
1.7,1,0.0
0.7,1,2.0
1.1,1,2.3
2.74,3,3.16
1.17,1,2.06
0.91,1,1.66
1.03,6,2.26
0.83,1,2.0
0.95,1,1.94
2.05,1,2.86
0.7,1,2.3
7.04,1,2.0
0.66,5,0.0
1.08,1,0.0
9.49,1,11.08
2.0,1,2.75
3.48,1,3.46
1.14,1,1.47
0.91,1,1.67
2.0,1,0.0
0.7,1,0.0
2.38,1,3.16
3.0,1,3.76
2.12,1,3.32
0.0,1,0.0
3.62,3,3.86
10.65,1,0.0
1.43,2,2.46
1.29,1,3.09
0.9,2,0.0
0.7,1,0.88
7.1,1,5.75
13.71,1,9.66
2.49,6,1.0
1.9,1,2.85
3.41,1,3.66
1.62,5,2.76
1.7,2,0.0
0.91,1,2.7
1.61,1,3.7
0.8,1,2.0
0.45,6,1.0
0.65,5,1.0
1.28,1,2.26
1.33,1,3.08
0.8,1,1.85
2.2,5,1.0
1.11,1,2.16
17.07,1,0.0
1.9,1,1.0
0.9,1,0.0
0.5,1,1.96
1.6,1,2.75
2.3,6,3.06
1.72,2,0.0
1.43,6,0.0
0.0,1,13.74
0.61,5,1.76
1.2,1,2.16
2.41,1,1.0
6.5,0,6.2
0.8,2,2.16
0.41,2,1.76
6.42,1,4.76
2.2,1,3.15
0.99,1,2.58
3.6,1,3.75
3.56,2,4.7
1.83,1,2.66
3.3,1,0.0
2.42,1,3.58
1.4,1,2.35
2.5,4,3.05
1.8,1,1.0
1.19,1,1.96
3.26,1,4.7
0.7,1,1.5
1.1,1,2.05
0.55,1,0.0
1.89,1,3.7
3.98,1,0.0
0.9,1,2.33
4.33,1,0.0
4.5,1,3.35
0.59,5,0.5
1.05,1,2.16
1.5,1,3.8
1.57,1,2.06
0.7,1,1.0
1.15,1,0.0
5.7,1,8.83
0.73,1,0.0
1.7,4,1.23
0.53,1,1.82
1.7,1,3.5
3.92,1,2.0
1.14,1,2.06
1.15,2,1.5
2.37,1,2.0
1.6,1,1.2
0.26,3,1.7
0.72,1,0.0
1.74,3,1.0
1.2,1,2.35
3.9,1,4.8
1.1,1,0.0
2.9,1,2.96
21.82,1,9.58
8.8,1,6.0
0.74,1,1.96
2.04,1,2.26
3.52,1,4.08
1.8,1,2.26
1.37,1,1.0
1.3,1,0.0
2.3,1,3.99
0.6,1,1.75
1.71,2,0.0
1.16,1,0.0
2.58,1,2.66
2.13,2,2.36
2.6,1,2.85
1.2,1,1.08
1.2,1,2.35
2.6,1,0.0
1.5,1,2.0
1.37,1,1.47
1.4,1,2.45
1.19,1,1.86
0.5,2,0.0
1.63,1,3.09
1.95,1,0.0
1.72,1,3.26
1.23,2,2.16
12.31,6,12.28
14.89,1,7.0
1.1,1,2.25
0.9,3,1.96
5.86,1,4.26
1.4,1,0.0
3.0,1,3.65
2.3,0,2.75
0.87,1,1.0
2.88,1,6.39
1.85,1,2.76
2.02,1,2.3
1.56,1,0.0
0.3,1,0.0
0.59,2,1.0
1.95,1,1.0
1.28,1,3.06
0.82,2,2.2
1.11,1,0.0
1.5,1,2.8
3.45,5,4.36
5.6,2,0.0
0.57,1,1.86
1.59,2,2.86
2.11,1,1.0
1.26,1,1.4
16.1,1,0.0
2.83,1,3.06
0.7,0,0.0
0.5,1,2.25
1.39,1,3.16
1.6,1,4.14
3.3,1,0.0
0.7,1,1.0
0.04,1,0.0
0.1,2,1.25
0.61,1,2.94
0.6,1,2.0
1.09,2,2.76
1.35,1,2.7
4.95,1,4.46
1.7,1,3.3
1.6,1,2.46
3.5,1,0.0
2.2,1,3.7
1.03,1,3.06
4.7,1,4.05
2.94,1,0.0
3.33,1,4.16
1.1,1,0.0
0.39,1,1.56
17.54,1,15.35
3.0,1,1.75
3.02,2,5.08
6.9,1,4.85
0.4,1,1.46
1.6,3,1.25
0.46,1,1.46
1.79,1,1.0
0.95,1,0.0
1.22,1,2.45
1.8,1,1.96
1.42,1,0.0
0.63,1,0.0
2.8,2,0.0
0.6,1,1.95
0.79,4,0.0
0.47,1,0.0
2.1,2,2.86
7.52,1,0.0
0.88,2,2.06
1.33,1,2.06
1.55,2,0.0
0.97,1,1.76
4.0,1,3.75
1.9,1,3.15
1.7,1,1.5
1.27,1,0.0
5.9,1,2.0
1.17,3,1.0
2.97,1,3.16
0.82,1,0.0
13.17,1,0.0
16.35,1,8.48
2.9,4,2.0
1.49,1,2.96
1.3,4,2.95
2.7,2,4.7
0.0,1,13.18
2.83,1,4.06
0.63,1,1.86
3.86,6,5.2
0.65,1,1.86
2.62,6,3.06
0.94,1,1.96
1.91,2,2.0
8.66,1,8.08
10.4,0,0.0
1.56,1,2.46
2.1,1,3.7
0.53,1,0.0
1.43,2,2.46
1.7,1,0.0
0.78,1,1.86
0.65,3,2.06
1.56,1,2.86
0.8,1,2.7
1.7,1,2.2
0.56,1,2.26
1.94,5,2.22
18.02,2,19.11
0.5,1,2.2
1.2,1,2.15
2.18,1,3.0
18.67,1,13.18
1.84,4,0.0
1.4,1,3.8
3.1,1,0.0
1.0,1,3.2
2.64,1,1.0
2.6,1,2.25
5.25,1,4.86
1.6,1,2.45
1.63,1,2.56
3.49,1,0.0
0.18,1,1.46
1.3,1,3.5
2.7,0,3.75
2.4,1,3.15
1.57,1,0.0
5.74,1,4.36
2.2,1,3.8
1.1,1,1.11
2.7,2,0.0
3.27,1,2.25
2.54,1,0.79
1.1,1,0.0
3.41,1,3.66
0.0,5,3.26
4.5,2,0.0
4.0,1,0.0
3.14,3,1.0
2.05,4,0.0
3.98,1,3.86
0.89,1,1.96
1.1,1,2.35
2.61,2,0.0
14.2,1,7.86
6.92,5,0.0
1.23,1,2.16
1.4,1,2.26
2.19,1,3.26
1.13,1,1.96
8.0,1,5.15
0.75,2,0.88
3.61,2,4.68
0.83,1,1.96
0.79,1,1.24
2.49,1,2.76
2.17,1,2.86
4.45,5,0.0
4.0,1,3.75
0.0,1,0.0
2.45,2,2.5
1.1,1,0.0
2.1,1,2.66
13.8,2,8.95
1.21,1,0.0
